Agency Name,Profile URL,Website URL,Description,City,State,Employee Count,Min Project Size,Average Rating,Review Count,Industry Focus,Clients List,Common Project Size,Client Size Distribution
On Time Signs,https://themanifest.com/company/time-signs,https://www.ontimesignsca.com/,"On Time Signs is a small advertising company in Hayward, California. Their services include advertising, branding, graphic design, out of home design, and more.","Hayward, CA",CA,'2 - 9,Undisclosed,,,,,,
Octane Studios,https://themanifest.com/company/octane-studios,http://www.octanestudios.us/,"Launched in 2012, Octane Studios is an advertising company. The small team specializes in advertising, branding, graphic design, logo, and more. The firm is based in Amarillo, Texas.","Amarillo, TX",TX,'2 - 9,Undisclosed,,,,,,
Hoot Design Company,https://themanifest.com/company/hoot-design-company,https://hootdesignco2.squarespace.com,"Hoot Design Company is an advertising company. Based in Columbia, Missouri and Chicago, Illinois, their small team specializes in advertising, digital strategy, email marketing, packaging design, and more. The firm was founded in 2010.","Columbia, MO",MO,'2 - 9,Undisclosed,,,,,,
Epoch Advertising Agency,https://themanifest.com/company/epoch-advertising-agency,https://epoch-adv.com/,"Epoch Advertising Agency is an advertising company. They are based in Syracuse, New York and have a small team. Their services include advertising, branding, graphic design, web design, and more.","Syracuse, NY",NY,'2 - 9,Undisclosed,,,,,,
SurgeUp Digital Marketing,https://themanifest.com/company/surgeup-digital-marketing,https://surgeupmarketing.com/,"Small digital strategy company SurgeUp Digital Marketing, is headquartered in Clearwater, Florida. The team specializes in digital strategy, advertising, content marketing, and pay per click.","Clearwater, FL",FL,'2 - 9,Undisclosed,,,,,,
Infinite Owl Marketing & Design Studio,https://themanifest.com/company/infinite-owl-marketing-design-studio,http://infiniteowlmarketing.com,"Based in Boston, Massachusetts and Safety Harbor, Florida, Infinite Owl Marketing & Design Studio is a graphic design company. They specialize in graphic design, logo, search engine optimization, web design, and more and were launched in 2018.","Boston, MA",MA,'2 - 9,Undisclosed,,,,,,
S. Lombardi & Associates,https://themanifest.com/company/s-lombardi-associates,http://www.slaslo.com/,"Advertising company S. Lombardi & Associates is in San Luis Obispo, California. Founded in 1973, the small team specializes in advertising, graphic design, social media marketing, video production, and more.","San Luis Obispo, CA",CA,'2 - 9,Undisclosed,,,,,,
Monday Creatives,https://themanifest.com/company/monday-creatives,https://mondaycreatives.com/,"Monday Creatives, an advertising company, was established in 2017. Located in Jersey City, New Jersey, their small team specializes in advertising, corporate photography, marketing strategy, product design, and more.","Jersey City, NJ",NJ,'2 - 9,Undisclosed,,,,,,
PR Properties,https://themanifest.com/company/pr-properties,http://prpropertiesinc.com/,"PR Properties is a small Anaheim, California-based commercial brokerage services company. They specialize in commercial brokerage services, accounting, advertising, email marketing, and more and were launched in 1989.","Anaheim, CA",CA,'2 - 9,Undisclosed,,,,,,
ComfortZones Communications,https://themanifest.com/company/comfortzones-communications,http://comfortzonescomm.com,"ComfortZones Communications is an advertising company. Founded in 1999, the small agency is located in Ashburnham, Massachusetts and Boca Raton, Florida. Their services include advertising, graphic design, logo, search engine optimization, and more.","Ashburnham, MA",MA,'2 - 9,Undisclosed,,,,,,
515 Group Inc,https://themanifest.com/company/515-group,http://www.515group.com/,"515 Group Inc, an advertising company, was established in 1999. The small Huntley, Illinois-based team focuses on advertising, branding, graphic design, product design, and more.","Huntley, IL",IL,'2 - 9,Undisclosed,,,,,,
TCG Design,https://themanifest.com/company/tcg-design,https://www.tcgad.com/,"TCG Design is an advertising company launched in 1990. The firm specializes in advertising, graphic design, logo, print design, and more and has a small team.","East Petersburg, PA",PA,'2 - 9,Undisclosed,,,,,,
The Blue Cardinal Group,https://themanifest.com/company/blue-cardinal-group,https://bluecardinalgroup.com/,"The Blue Cardinal Group is a small advertising company. Founded in 2006, the company is headquartered in Lebanon, Pennsylvania. Their team provides advertising, content marketing, graphic design, social media marketing, and more.","Lebanon, PA",PA,'2 - 9,Undisclosed,,,,,,
U.S.G. Custom Graphics,https://themanifest.com/company/usg-custom-graphics,https://usg-graphics.com/,"Launched in 1993, U.S.G. Custom Graphics is a graphic design company. The company specializes in graphic design, advertising, branding, and logo and has a small team. The company is located in Brentwood, California.","Brentwood, CA",CA,'2 - 9,Undisclosed,,,,,,
Klein New Media,https://themanifest.com/company/klein-new-media,https://kleinnewmedia.com/,"Klein New Media is an advertising company launched in 2009. Based in Boulder, Colorado, their small team focuses on advertising, graphic design, other digital marketing, search engine optimization, and more.","Boulder, CO",CO,'2 - 9,Undisclosed,,,,,,
"Cobalt Communications, Inc.",https://themanifest.com/company/cobalt-communications,http://cobaltcommunications.com/,"Advertising company Cobalt Communications, Inc. Is in Harrisonburg, Virginia. The company offers advertising, branding, digital strategy, graphic design, and more and is small.The company was launched in 2005.","Harrisonburg, VA",VA,'2 - 9,Undisclosed,,,,,,
Playback Video & Film Productions,https://themanifest.com/company/playback-video-film-productions,http://awardwinning.playback.net/,"Playback Video & Film Productions, a video production company, is headquartered in Castro Valley, California. The small firm was launched in 1984. Their team specializes in video production, advertising, branding, social media marketing, and more.","Castro Valley, CA",CA,'2 - 9,Undisclosed,,,,,,
"Elephant Creative Co., LLC",https://themanifest.com/company/elephant-creative-co,https://www.elephantcreativeco.com/,"Elephant Creative Co., LLC, an advertising company, was founded in 2016. They are based in Columbus, Ohio and Naples, Florida and have a small team. Elephant Creative Co., LLC focuses on advertising, branding, graphic design, logo, and more.","Columbus, OH",OH,'2 - 9,Undisclosed,,,,,,
One Zero Charlie,https://themanifest.com/company/one-zero-charlie,http://www.onezerocharlie.com/,"One Zero Charlie, an advertising company, is based in Woodstock, Illinois. Established in 1978, the small team focuses on advertising, branding, corporate photography, graphic design, and more.","Woodstock, IL",IL,'2 - 9,Undisclosed,,,,,,
Bush Communications,https://themanifest.com/company/bush-communications,http://www.bushcommunications.com,"Bush Communications is a Pittsford, New York-based advertising company. The small firm was founded in 1999. Their team provides advertising, conversion optimization, graphic design, media planning & buying, and more.","Pittsford, NY",NY,'2 - 9,Undisclosed,,,,,,
Rakunn Designs,https://themanifest.com/company/rakunn-designs,https://www.rakunn.com/,"Rakunn Designs is an advertising company. Their small team is located in Cathedral City, California and specializes in advertising, graphic design, print design, search engine optimization, and more. The company was established in 2007.","Cathedral City, CA",CA,'2 - 9,Undisclosed,,,,,,
"Revive Marketing Inc (Louisville, Kentucky)",https://themanifest.com/company/revive-marketing-louisville-kentucky,https://www.revivemarketinginc.com/,"Revive Marketing Inc (Louisville, Kentucky) is a small advertising company headquartered in Louisville, Kentucky. The team specializes in advertising, print design, social media marketing, video production, and more.","Louisville, KY",KY,'2 - 9,Undisclosed,,,,,,
"Terra Technologies Solutions, LLC",https://themanifest.com/company/terra-technologies-solutions,http://www.terratechnologiessolution.com/,"Advertising company Terra Technologies Solutions, LLC was launched in 2012. The small team offers advertising, corporate training, IT managed services, business consulting, and more. The agency is located in Baltimore, Maryland.","Baltimore, MD",MD,'2 - 9,Undisclosed,,,,,,
Wright Touch Designs LLC,https://themanifest.com/company/wright-touch-designs,http://www.wrighttouchdesigns.com,"Wright Touch Designs LLC is a small advertising company established in 2011. Their team provides advertising, branding, corporate training, web design, and more. The company is in Leesburg, Georgia.","Leesburg, GA",GA,'2 - 9,Undisclosed,,,,,,
ETLOGIX LLC.,https://themanifest.com/company/etlogix,https://etllogix.com/,"ETLOGIX LLC. Is a small human resources company. They specialize in HR services, advertising, mobile app development, social media marketing, and more and were launched in 2018. The firm is in Cumming, Georgia.","Cumming, GA",GA,'2 - 9,Undisclosed,,,,,,
Blue Guardrail Marketing Agency,https://themanifest.com/company/blue-guardrail-marketing-agency,https://www.blueguardrail.com/,"Blue Guardrail Marketing Agency is an advertising company in Seattle, Washington. The company offers advertising, content marketing, digital strategy, social media marketing, and more and has a small team.The company was founded in 2014.","Seattle, WA",WA,'2 - 9,Undisclosed,,,,,,
Whitepenny,https://themanifest.com/company/whitepenny,https://whitepenny.com/,"Whitepenny is a Haddonfield, New Jersey-based website development company. The small team provides web development, logo, advertising, branding, and more. The firm was founded in 2003.","Haddonfield, NJ",NJ,'2 - 9,Undisclosed,,,,,,
Advanced LAN Tech. INC,https://themanifest.com/company/advanced-lan-tech,http://advancedlantechs.com/,"Advanced LAN Tech. INC, a graphic design company, is in Newport Beach, California. The small team offers graphic design, public relations, business consulting, and advertising and was founded in 2009.","Newport Beach, CA",CA,'2 - 9,Undisclosed,,,,,,
Black Olive,https://themanifest.com/company/black-olive,https://blackoliveco.com/,"Based in Chicago, Illinois and Indianapolis, Indiana, Black Olive is an advertising company. The small team specializes in advertising, branding, social media marketing, content marketing, and more and was launched in 2003.","Chicago, IL",IL,'2 - 9,Undisclosed,,,,,,
Zant Technologies,https://themanifest.com/company/zant-technologies,https://zanttech.com/,"Zant Technologies is a small custom software development firm. The Wichita, Kansas-based firm was established in 2018. Their services include custom software development, web development, social media marketing, and search engine optimization.","Wichita, KS",KS,'2 - 9,Undisclosed,,,,,,
